bank_name,period,n_firms,firms,n_firms_savings,firms_savings,n_firms_borrowing,firms_borrowing,n_firms_payments,firms_payments,n_firms_credit_cards,firms_credit_cards
"Lead Bank, Sunrise Banks, First Century Bank",2026-H1,1,Self,0,,1,Self,0,,0,
"Lead Bank, Sunrise Banks, SouthState Bank, First Century Bank",2024-H2,1,Self,0,,1,Self,0,,0,
"Lead Bank, Sunrise Banks, SouthState Bank, First Century Bank",2025-H1,1,Self,0,,1,Self,0,,0,
"Lead Bank, Sunrise Banks, SouthState Bank, First Century Bank",2025-H2,1,Self,0,,1,Self,0,,0,
Legend Bank,2025-H1,1,Modak,0,,0,,0,,0,
Legend Bank,2025-H2,1,Modak,0,,0,,0,,0,
Legend Bank,2026-H1,1,Modak,0,,0,,0,,1,Modak
LendingClub Bank,2021-H1,1,First Dollar,1,First Dollar,0,,0,,0,
LendingClub Bank,2021-H2,3,MaxMyInterest; ZenBusiness; Found,2,MaxMyInterest; ZenBusiness,0,,0,,0,
LendingClub Bank,2022-H1,3,MaxMyInterest; ZenBusiness; Found,2,MaxMyInterest; ZenBusiness,0,,0,,0,
LendingClub Bank,2022-H2,3,Found; MaxMyInterest; ZenBusiness,3,Found; MaxMyInterest; ZenBusiness,0,,0,,0,
"LendingClub Bank, Equal Housing Lender",2021-H1,1,Marygold   Co.,0,,0,,0,,0,
Lewis & Clark Bank,2022-H2,1,Firstcard,0,,0,,0,,0,
Lewis & Clark Bank,2023-H2,1,Modak,1,Modak,0,,0,,0,
Lewis & Clark Bank,2024-H1,2,Modak; Series Financial,2,Series Financial; Modak,0,,0,,1,Modak
Lewis & Clark Bank,2024-H2,1,Modak,1,Modak,0,,0,,0,
Lewis & Clark Bank,2025-H1,1,Modak,1,Modak,0,,0,,1,Modak
Lewis & Clark Bank,2025-H2,1,Modak,1,Modak,0,,0,,0,
Lewis & Clark Bank,2026-H1,1,Modak,1,Modak,0,,0,,0,
Licensed bank,2025-H1,1,Wayapay,1,Wayapay,0,,0,,0,
Lincoln Saving Bank,2024-H1,1,Qapital,0,,0,,0,,0,
Lincoln Saving Bank,2025-H1,1,Qapital,0,,0,,0,,0,
Lincoln Saving Bank,2026-H1,1,Qapital,0,,0,,0,,0,
Lincoln Savings Bank,2015-H2,1,Qapital,1,Qapital,0,,0,,0,
Lincoln Savings Bank,2018-H1,1,Qapital,0,,0,,0,,0,
Lincoln Savings Bank,2018-H2,2,Acorns; Qapital,0,,0,,0,,0,
Lincoln Savings Bank,2019-H1,1,Acorns,0,,0,,0,,0,
Lincoln Savings Bank,2019-H2,1,Acorns,1,Acorns,0,,0,,0,
Lincoln Savings Bank,2020-H1,2,Acorns; Qapital,2,Acorns; Qapital,0,,0,,0,
Lincoln Savings Bank,2020-H2,2,Acorns; Qapital,2,Acorns; Qapital,0,,0,,0,
Lincoln Savings Bank,2021-H1,2,Acorns; Qapital,2,Acorns; Qapital,0,,0,,0,
Lincoln Savings Bank,2021-H2,1,Acorns,1,Acorns,0,,0,,0,
Lincoln Savings Bank,2022-H1,2,Acorns; Qapital,2,Acorns; Qapital,0,,0,,0,
Lincoln Savings Bank,2022-H2,1,Qapital,1,Qapital,0,,0,,0,
Lincoln Savings Bank,2023-H1,2,Acorns; Qapital,2,Acorns; Qapital,0,,0,,0,
Lincoln Savings Bank,2023-H2,1,Qapital,1,Qapital,0,,0,,0,
Lincoln Savings Bank,2024-H1,1,Qapital,1,Qapital,0,,0,,0,
Lincoln Savings Bank,2024-H2,1,Qapital,1,Qapital,0,,0,,0,
Lincoln Savings Bank,2025-H1,1,Qapital,1,Qapital,0,,0,,0,
Lincoln Savings Bank,2025-H2,1,Qapital,1,Qapital,0,,0,,0,
Lincoln Savings Bank,2026-H1,1,Qapital,1,Qapital,0,,0,,0,
Lincoln Savings Bank and other partner banks,2021-H2,1,Qapital,1,Qapital,0,,0,,0,
Lincoln Savings Bank or nbkc bank,2024-H2,1,Acorns,1,Acorns,0,,0,,0,
Lincoln Savings Bank or nbkc bank,2025-H1,1,Acorns,0,,0,,0,,0,
Lincoln Savings Bank or nbkc bank,2025-H2,1,Acorns,0,,0,,0,,0,
"Lincoln Savings Bank or nbkc bank, members FDIC",2023-H1,1,Acorns,1,Acorns,0,,0,,0,
"Lincoln Savings Bank or nbkc bank, members FDIC",2025-H1,1,Acorns,1,Acorns,0,,0,,0,
"Lincoln Savings Bank, nbkc bank",2022-H1,1,Acorns,1,Acorns,0,,0,,0,
"Lincoln Savings Bank, nbkc bank",2022-H2,1,Acorns,1,Acorns,0,,0,,0,
Lineage Bank,2022-H2,1,Wayapay,1,Wayapay,0,,0,,0,
Lineage Bank,2023-H1,1,GravyStack,0,,0,,0,,0,
Lineage Bank,2023-H2,1,Sammy,0,,0,,0,,0,
"Lineage Bank, American Bank",2024-H1,1,GravyStack,1,GravyStack,0,,0,,0,
Lineage Bank; Lineage Bank,2023-H2,1,Sammy,1,Sammy,0,,0,,0,
"Lineage Bank; Sypse Fincial Technologies, Inc.",2024-H1,1,GravyStack,1,GravyStack,0,,0,,0,
MRV Banks,2022-H1,1,Revvi,0,,0,,0,,1,Revvi
MRV Banks,2023-H1,2,HMBradley; Revvi,0,,0,,0,,2,HMBradley; Revvi
MRV Banks,2023-H2,1,HMBradley,0,,0,,0,,1,HMBradley
MVB Bank,2022-H2,1,Mana,1,Mana,0,,0,,0,
MVB Bank,2023-H1,1,Mana,1,Mana,0,,0,,0,
MVB Bank,2023-H2,1,Mana,1,Mana,0,,0,,0,
MVB Bank,2024-H1,1,Mana,1,Mana,0,,0,,0,
MVB Bank,2024-H2,1,Mana,0,,0,,0,,0,
MVB Bank Inc,2024-H2,1,Mana,1,Mana,0,,0,,0,
MVB Bank Inc,2025-H1,1,Mana,1,Mana,0,,0,,0,
MVB Bank Inc,2025-H2,1,Mana,1,Mana,0,,0,,0,
"MVB Bank, Inc",2023-H1,1,BusyKid,0,,0,,0,,0,
"MVB Bank, Inc",2024-H2,2,BusyKid; Credit Karma,0,,0,,0,,0,
"MVB Bank, Inc",2025-H1,1,Credit Karma,0,,0,,0,,0,
"MVB Bank, Inc",2025-H2,1,Credit Karma,0,,0,,0,,0,
"MVB Bank, Inc",2026-H1,1,Credit Karma,0,,0,,0,,0,
"MVB Bank, Inc.",2020-H1,1,Credit Karma,0,,0,,0,,0,
"MVB Bank, Inc.",2020-H2,1,Credit Karma,0,,0,,0,,0,
"MVB Bank, Inc.",2021-H1,1,Credit Karma,0,,0,,0,,0,
"MVB Bank, Inc.",2022-H1,1,Credit Karma,0,,0,,0,,0,
"MVB Bank, Inc.",2023-H1,1,Credit Karma,0,,0,,0,,0,
"MVB Bank, Inc.",2024-H1,1,Credit Karma,0,,0,,0,,0,
Marcus by Goldman Sachs,2020-H2,1,Amazon,0,,1,Amazon,0,,0,
Marcus by Goldman Sachs,2021-H1,1,Amazon,0,,1,Amazon,0,,0,
Marcus by Goldman Sachs,2021-H2,1,Amazon,0,,1,Amazon,0,,0,
Meijer,2023-H2,1,Meijer,0,,0,,0,,0,
Meijer,2024-H1,1,Meijer,0,,0,,0,,0,
Meijer,2024-H2,1,Meijer,0,,0,,0,,0,
Merrick Bank,2020-H1,1,SpotOn,0,,0,,1,SpotOn,0,
MetaBank,2010-H1,1,Fingerhut,0,,0,,0,,1,Fingerhut
MetaBank,2010-H2,1,Fingerhut,0,,0,,0,,1,Fingerhut
MetaBank,2011-H1,1,Fingerhut,0,,0,,0,,1,Fingerhut
MetaBank,2012-H1,2,Fingerhut; Western Union,1,Western Union,0,,0,,1,Fingerhut
MetaBank,2012-H2,1,Money Network,0,,0,,0,,0,
MetaBank,2013-H1,1,Money Network,0,,0,,0,,0,
MetaBank,2013-H2,1,Western Union,1,Western Union,0,,0,,0,
MetaBank,2014-H1,1,Netspend,1,Netspend,0,,0,,0,
MetaBank,2015-H1,2,Netspend; Liberty Tax,1,Netspend,0,,0,,0,
MetaBank,2021-H1,4,Clair; EPS Financial; H R Block; Comdata,2,Clair; EPS Financial,2,Comdata; EPS Financial,0,,0,
MetaBank,2021-H2,4,Clair; EPS Financial; H R Block; Kora Money,2,Clair; Kora Money,1,EPS Financial,0,,0,
MetaBank,2022-H1,6,Clair; H R Block; Kora Money; Spruce Money; EPS Financial; Comdata,2,Clair; Kora Money,1,Comdata,0,,0,
MetaBank,2022-H2,9,Card.com; Clair; Coinbase; EPS Financial; Kora Money; Porte; Netspend; Comdata; Best Products Sales and Service,5,Card.com; Clair; Kora Money; Porte; Netspend,2,EPS Financial; Comdata,1,Coinbase,0,
MetaBank,2023-H1,1,Comdata,0,,1,Comdata,0,,0,
MetaBanktiol Association,2020-H2,1,MoneyLion,1,MoneyLion,0,,0,,0,
MetaBanktiol Association,2021-H1,1,MoneyLion,1,MoneyLion,0,,0,,0,
MetaBank®,2020-H2,1,JPay,1,JPay,0,,0,,0,
MetaBank®,2021-H1,6,Daylight; H R Block; JPay; Clair; Dwolla; Jeeves,2,JPay; Clair,0,,1,Dwolla,1,Jeeves
MetaBank®,2021-H2,5,Clair; Daylight; Porte; Spruce Money; Coinbase,2,Clair; Porte,0,,1,Coinbase,0,
MetaBank®,2022-H1,9,Clair; EPS Financial; Fundbox; H R Block; JPay; Kora Money; Porte; Coinbase; Dwolla,4,Clair; EPS Financial; JPay; Porte,1,Kora Money,2,Fundbox; Dwolla,0,
MetaBank®,2022-H2,3,Fundbox; H R Block; Kora Money,0,,1,Kora Money,1,Fundbox,0,
MetaBank®tiol Association,2021-H1,1,MoneyLion,1,MoneyLion,0,,0,,0,
MetaBank®tiol Association,2021-H2,2,MoneyLion; Walgreens,2,MoneyLion; Walgreens,0,,0,,0,
MetaBank®tiol Association,2022-H1,2,MoneyLion; Walgreens,2,MoneyLion; Walgreens,0,,0,,0,
MetaBank®tiol Association,2022-H2,1,MoneyLion,1,MoneyLion,0,,0,,0,
MetaBankÂ®,2020-H2,1,Goalsetter,0,,0,,0,,0,
MetaBankÂ®,2021-H1,1,Goalsetter,0,,0,,0,,0,
MetaBankÂ®,2021-H2,2,Goalsetter; Daylight,1,Daylight,0,,0,,0,
MetaBankÂ®,2022-H1,2,Daylight; Goalsetter,1,Daylight,0,,0,,0,
MetaBankÂ®,2022-H2,1,Daylight,1,Daylight,0,,0,,0,
Metabank®,2022-H1,1,ZayZoon,1,ZayZoon,0,,0,,0,
Metabank®,2022-H2,1,ZayZoon,1,ZayZoon,0,,0,,0,
Metabank®,2023-H1,1,ZayZoon,1,ZayZoon,0,,0,,0,
Metabank®,2023-H2,1,ZayZoon,1,ZayZoon,0,,0,,0,
Metabank®,2024-H1,1,ZayZoon,1,ZayZoon,1,ZayZoon,0,,0,
Metabank®,2025-H1,1,ZayZoon,1,ZayZoon,0,,0,,0,
Metabank®,2025-H2,1,ZayZoon,1,ZayZoon,0,,0,,0,
Metabank®,2026-H1,1,ZayZoon,1,ZayZoon,0,,0,,0,
Metropolitan Commercial Bank,2017-H2,1,Venmo,0,,0,,0,,1,Venmo
Metropolitan Commercial Bank,2018-H2,1,BitPay,1,BitPay,0,,0,,0,
Metropolitan Commercial Bank,2019-H1,1,BitPay,1,BitPay,0,,0,,0,
Metropolitan Commercial Bank,2019-H2,2,Mesh Payments; Current,0,,0,,0,,1,Mesh Payments
Metropolitan Commercial Bank,2020-H1,2,BitPay; Current,1,BitPay,0,,0,,0,
Metropolitan Commercial Bank,2020-H2,5,B4B Payments; BitPay; Current; Mesh Payments; Simba,3,B4B Payments; BitPay; Simba,0,,1,Simba,1,Mesh Payments
Metropolitan Commercial Bank,2021-H1,5,B4B Payments; BitPay; Current; Mesh Payments; Simba,3,B4B Payments; BitPay; Simba,0,,0,,1,Mesh Payments
Metropolitan Commercial Bank,2021-H2,3,B4B Payments; BitPay; Mesh Payments,2,B4B Payments; BitPay,0,,0,,1,Mesh Payments
Metropolitan Commercial Bank,2022-H1,5,B4B Payments; BitPay; Mesh Payments; Simba; Crypto.com,3,B4B Payments; BitPay; Simba,1,Crypto.com,0,,1,Mesh Payments
Metropolitan Commercial Bank,2022-H2,3,B4B Payments; BitPay; Mesh Payments,2,B4B Payments; BitPay,0,,0,,1,Mesh Payments
Metropolitan Commercial Bank,2023-H1,6,B4B Payments; BitPay; Mesh Payments; Mybambu; Simba; Crypto.com,4,B4B Payments; BitPay; Mybambu; Simba,0,,0,,1,Mesh Payments
Metropolitan Commercial Bank,2023-H2,1,B4B Payments,1,B4B Payments,0,,0,,0,
Metropolitan Commercial Bank,2024-H1,2,B4B Payments; Mesh Payments,1,B4B Payments,0,,0,,1,Mesh Payments
Metropolitan Commercial Bank,2024-H2,3,B4B Payments; Mesh Payments; Simba,2,B4B Payments; Simba,0,,0,,1,Mesh Payments
Metropolitan Commercial Bank,2025-H1,1,B4B Payments,1,B4B Payments,0,,0,,0,
Metropolitan Commercial Bank,2025-H2,1,B4B Payments,1,B4B Payments,0,,0,,0,
Metropolitan Commercial Bank (),2021-H1,1,Simba,1,Simba,0,,0,,0,
Metropolitan Commercial Bank (),2021-H2,1,Simba,1,Simba,0,,0,,0,
Metropolitan Commercial Bank (),2022-H1,1,Simba,1,Simba,0,,0,,0,
Metropolitan Commercial Bank (),2022-H2,2,BitPay; Simba,2,BitPay; Simba,0,,0,,0,
Metropolitan Commercial Bank (),2024-H1,1,Simba,1,Simba,0,,0,,0,
Metropolitan Commercial Bank (),2024-H2,1,Simba,1,Simba,0,,0,,0,
Metropolitan Commercial Bank; Metropolitan Commercial Bank (),2021-H2,1,Simba,1,Simba,0,,0,,0,
Metropolitan Commercial Bank; Metropolitan Commercial Bank (),2023-H1,1,Simba,1,Simba,0,,0,,0,
Mid America Bank & Trust Company,2014-H1,1,Continental Finance,0,,0,,0,,1,Continental Finance
Mid America Bank & Trust Company,2015-H1,1,Continental Finance,0,,0,,1,Continental Finance,1,Continental Finance
Mid America Bank & Trust Company,2016-H1,1,Continental Finance,0,,0,,1,Continental Finance,0,
Mid America Bank & Trust Company,2016-H2,1,Continental Finance,0,,0,,1,Continental Finance,0,
"Mid America Bank & Trust Company, Services Credit Union",2014-H1,1,Continental Finance,0,,0,,1,Continental Finance,0,
"Middlesex Federal Savings, F. A.;",2022-H1,1,Novo,1,Novo,0,,0,,0,
"Middlesex Federal Savings, F. A.;",2023-H1,1,Novo,1,Novo,0,,0,,0,
"Middlesex Federal Savings, F. A.;",2024-H1,1,Novo,1,Novo,0,,0,,0,
"Middlesex Federal Savings, F. A.;",2024-H2,1,Novo,1,Novo,0,,0,,0,
"Middlesex Federal Savings, F. A.;",2025-H1,1,Novo,1,Novo,0,,0,,1,Novo
"Middlesex Federal Savings, F. A.;",2025-H2,1,Novo,1,Novo,0,,0,,1,Novo
"Middlesex Federal Savings, F. A.;",2026-H1,1,Novo,1,Novo,0,,0,,0,
"Middlesex Federal Savings, F.A.",2024-H1,1,Novo,1,Novo,0,,0,,0,
"Middlesex Federal Savings, F.A.",2026-H1,1,Novo,1,Novo,0,,0,,0,
"Modulr FS Limited, Modulr Fince B.V., CBW Bank",2024-H2,1,Cledara,0,,0,,0,,0,
"Modulr Fince B.V., CBW Bank",2024-H2,1,Cledara,0,,0,,0,,0,
Money Network,2020-H2,1,Money Network,0,,0,,0,,0,
MoneyLion Debit Mastercardtiol Association,2024-H1,1,MoneyLion,1,MoneyLion,0,,0,,0,
NBKC bank,2024-H2,1,Rocket,0,,0,,0,,0,
New York Community Bank (NYCB),2022-H2,1,HMBradley,1,HMBradley,0,,0,,0,
"New York Community Bank, a division of Flagstar Bank",2023-H1,1,HMBradley,1,HMBradley,0,,0,,0,
"New York Community Bank, a division of Flagstar Bank",2023-H2,1,HMBradley,1,HMBradley,0,,0,,0,
Oportun’s bank partners,2025-H2,1,Oportun,0,,0,,0,,0,
Our Bank,2023-H2,1,Loaner Finance,0,,0,,0,,0,
Oxygen-Bancorp,2021-H2,1,Oxygen,1,Oxygen,0,,0,,0,
Oxygen-Bancorp,2022-H1,1,Oxygen,1,Oxygen,0,,0,,0,
Oxygen-Bancorp,2023-H2,1,Oxygen,1,Oxygen,0,,0,,0,
Oxygen-Bancorp,2024-H1,1,Oxygen,1,Oxygen,0,,0,,0,
PNC Bank,2022-H2,1,EPS Financial,0,,0,,0,,0,
PNC Bank,2023-H2,1,EPS Financial,0,,0,,0,,0,
PNC Bank,2024-H1,1,EPS Financial,0,,0,,0,,0,
Pacea Fincial,2025-H1,1,Panacea Financial,1,Panacea Financial,0,,0,,0,
Pacific West Bank,2025-H1,1,Benepass,0,,0,,0,,0,
Pacific West Bank,2025-H2,1,Benepass,1,Benepass,0,,0,,0,
Pacific West Bank,2026-H1,1,Benepass,0,,0,,0,,0,
Pathward,2022-H2,2,Clair; EPS Financial,2,Clair; EPS Financial,0,,0,,0,
Pathward,2023-H1,11,Card.com; Clair; Daylight; Goalsetter; H-E-B; H R Block; Spruce Money; Walgreens; EPS Financial; Porte; Kora Money,7,Card.com; Clair; H-E-B; EPS Financial; Daylight; Porte; Kora Money,0,,0,,0,
Pathward,2023-H2,5,Card.com; Clair; Goalsetter; Spruce Money; Porte,3,Card.com; Clair; Porte,0,,0,,0,
Pathward,2024-H1,9,Card.com; Clair; EPS Financial; Fundbox; H R Block; Spruce Money; Walgreens; Jeeves; Porte,3,Card.com; Clair; Porte,1,EPS Financial,1,Fundbox,1,Jeeves
Pathward,2024-H2,6,Card.com; Clair; EPS Financial; Walgreens; Jeeves; Target,2,Card.com; Clair,0,,0,,2,Jeeves; Target
Pathward,2025-H1,5,Card.com; EPS Financial; Spruce Money; Jeeves; Target,1,Card.com,1,EPS Financial,0,,2,Jeeves; Target
Pathward,2025-H2,5,Blackhawk Network; Card.com; EPS Financial; First Dollar; Target,3,Card.com; First Dollar; Target,0,,0,,0,
Pathward,2026-H1,4,Card.com; First Dollar; Jeeves; Target,2,Card.com; First Dollar,0,,0,,2,Jeeves; Target
"Pathward, Fifth Third Bank",2025-H2,1,Finix,0,,0,,1,Finix,0,
"Pathward, MetaBank®",2022-H2,1,Spruce Money,0,,0,,0,,0,
Pathward; Pathwardtiol Association,2023-H1,1,Porte,1,Porte,0,,0,,0,
Pathward; Pathward®,2024-H2,1,Spruce Money,0,,0,,0,,0,
Pathwardtiol Association,2023-H1,1,MoneyLion,1,MoneyLion,0,,0,,0,
Pathwardtiol Association,2023-H2,3,MoneyLion; Porte; Walgreens,3,Porte; MoneyLion; Walgreens,0,,0,,0,
Pathwardtiol Association,2024-H1,2,Porte; Walgreens,2,Porte; Walgreens,0,,0,,0,
Pathwardtiol Association,2024-H2,3,MoneyLion; Veem; Walgreens,3,Veem; MoneyLion; Walgreens,0,,0,,0,
Pathwardtiol Association,2025-H1,1,Walgreens,1,Walgreens,0,,0,,0,
Pathwardtiol Association,2025-H2,2,BusyKid; Walgreens,1,Walgreens,0,,0,,0,
Pathwardtiol Association,2026-H1,2,BusyKid; Walgreens,1,Walgreens,0,,0,,0,
Pathwardtiol Association fka MetaBank,2022-H2,1,Walgreens,1,Walgreens,0,,0,,0,
Pathwardtiol Association fka MetaBank,2023-H1,1,Walgreens,1,Walgreens,0,,0,,0,
Pathward®,2023-H2,1,EPS Financial,1,EPS Financial,0,,0,,0,
Pathward®,2024-H1,4,EPS Financial; H R Block; Veem; Goalsetter,2,EPS Financial; Veem,0,,0,,0,
Pathward®,2024-H2,3,EPS Financial; Goalsetter; H R Block,1,EPS Financial,0,,0,,0,
Pathward®,2025-H1,4,Card.com; EPS Financial; H R Block; Goalsetter,2,Card.com; EPS Financial,0,,0,,0,
Pathward®,2025-H2,4,EPS Financial; H R Block; Spruce Money; Goalsetter,1,EPS Financial,0,,0,,0,
Pathward®,2026-H1,5,Card.com; EPS Financial; H R Block; Spruce Money; Goalsetter,2,Card.com; EPS Financial,1,EPS Financial,0,,0,
Pathward®tiol Association,2025-H1,2,MoneyLion; Porte,2,Porte; MoneyLion,0,,0,,0,
Pathward®tiol Association,2025-H2,1,MoneyLion,1,MoneyLion,0,,0,,0,
Pathward®tiol Association,2026-H1,1,MoneyLion,1,MoneyLion,0,,0,,0,
PathwardÂ®,2023-H1,1,Checkbook,0,,0,,1,Checkbook,0,
PathwardÂ®,2023-H2,1,Checkbook,0,,0,,1,Checkbook,0,
PathwardÂ®,2024-H1,1,Clair,1,Clair,0,,0,,0,
PathwardÂ®,2024-H2,2,Clair; Checkbook,1,Clair,0,,1,Checkbook,0,
Patriot Bank,2022-H2,1,Atlas Financial,0,,0,,0,,1,Atlas Financial
Patriot Bank,2023-H1,4,Atlas Financial; Fizz; Novo; Karma Card,3,Novo; Karma Card; Fizz,0,,0,,2,Atlas Financial; Novo
Patriot Bank,2023-H2,3,Fizz; Atlas Financial; Karma Card,2,Karma Card; Fizz,0,,0,,1,Atlas Financial
Patriot Bank,2024-H1,2,Fizz; Atlas Financial,1,Fizz,0,,0,,1,Atlas Financial
Patriot Bank,2024-H2,2,Fizz; Atlas Financial,1,Fizz,0,,0,,1,Atlas Financial
Patriot Bank,2025-H1,2,Atlas Financial; Fizz,1,Fizz,0,,0,,1,Atlas Financial
Patriot Bank,2025-H2,1,Fizz,1,Fizz,0,,0,,0,
Patriot Bank,2026-H1,1,Fizz,1,Fizz,0,,0,,0,
"Paxos Trust Company, LLC",2024-H2,1,Paypal,1,Paypal,0,,0,,0,
Paynetics AD,2020-H2,1,Payhawk,0,,0,,0,,1,Payhawk
"Paynetics AD, Payrnet Limited",2024-H1,1,Payhawk,0,,0,,0,,1,Payhawk
"PayrNet UK Limited, CBW Bank",2025-H2,1,Cledara,0,,0,,0,,0,
"PayrNet UK Limited, CBW Bank",2026-H1,1,Cledara,0,,0,,0,,0,
Paysafe Fincial Services Limited,2017-H2,1,Skrill,0,,0,,0,,0,
Paysafe Fincial Services Limited,2018-H1,1,Skrill,0,,0,,0,,0,
Paysafe Fincial Services Limited,2018-H2,1,Skrill,1,Skrill,0,,0,,0,
Paysafe Fincial Services Limited,2020-H1,1,Skrill,0,,0,,1,Skrill,0,
Paysafe Fincial Services Limited,2020-H2,1,Skrill,1,Skrill,0,,0,,0,
Paysafe Fincial Services Limited,2022-H1,1,Skrill,1,Skrill,0,,1,Skrill,0,
Paysafe Fincial Services Limited,2023-H2,1,Skrill,1,Skrill,0,,0,,0,
Paysafe Fincial Services Limited,2025-H1,1,Skrill,0,,0,,0,,0,
Paysafe Fincial Services Limited,2026-H1,1,Skrill,0,,0,,0,,0,
People's Trust,2022-H2,1,Float,0,,0,,0,,0,
Peoples Trust Company,2024-H2,1,Jeeves,0,,0,,0,,1,Jeeves
"Peoples Trust Company, Pathward",2024-H1,1,Jeeves,0,,0,,0,,1,Jeeves
Pier Fincial,2025-H1,1,Klutch,0,,0,,0,,1,Klutch
Pier Fincial,2026-H1,1,Klutch,0,,0,,0,,1,Klutch
Piermont Bank,2021-H2,1,Guava,1,Guava,0,,0,,0,
Piermont Bank,2022-H1,4,First Dollar; Guava; Slash; StoreCash,3,First Dollar; Guava; Slash,0,,0,,0,
Piermont Bank,2022-H2,8,First Dollar; Future; Guava; Level Technology; Viably; StoreCash; Slash; SumUp,6,First Dollar; Future; Guava; Level Technology; Viably; Slash,0,,0,,0,
Piermont Bank,2023-H1,12,First Dollar; Found; Future; Guava; Level Technology; Onyx Private; Slash; Tuvoli; Viably; Worklyfe; Hopscotch; Comun,9,First Dollar; Found; Future; Guava; Level Technology; Onyx Private; Viably; Worklyfe; Slash,0,,1,Tuvoli,1,Slash
Piermont Bank,2023-H2,7,Found; Future; Level Technology; Pana; Worklyfe; Comun; Slash,6,Found; Future; Level Technology; Pana; Worklyfe; Slash,0,,0,,1,Slash
Piermont Bank,2024-H1,9,First Dollar; Found; Future; Guava; Level Technology; WorkMade; Onyx Private; AngelList; Tuvoli,8,First Dollar; Found; Future; Guava; Level Technology; WorkMade; AngelList; Tuvoli,0,,0,,0,
Piermont Bank,2024-H2,8,First Dollar; Found; Future; Viably; WorkMade; Pana; Slash; Tuvoli,8,First Dollar; Found; Future; Viably; WorkMade; Pana; Slash; Tuvoli,0,,0,,1,Slash
Piermont Bank,2025-H1,6,First Dollar; Found; Future; Viably; Guava; Slash,6,First Dollar; Found; Future; Viably; Guava; Slash,0,,0,,1,Slash
Piermont Bank,2025-H2,3,First Dollar; Future; Viably,2,Future; Viably,0,,0,,0,
Piermont Bank,2026-H1,1,First Dollar,0,,0,,0,,0,
Piermont Bank or Lead Bank,2025-H2,1,Found,1,Found,0,,0,,0,
"Piermont Bank, Columntiol Association",2025-H1,1,Slash,1,Slash,0,,0,,0,
Piermont Bank; Piermont Bank,2024-H1,1,Slash,1,Slash,0,,0,,0,
Piermont Bank; Piermont Bank,2024-H2,1,Slash,1,Slash,0,,0,,0,
Piermont Bank; or Community Federal Savings Bank;,2024-H1,1,Comun,1,Comun,0,,1,Comun,0,
Primis Mortgage,2023-H1,1,Panacea Financial,0,,1,Panacea Financial,0,,0,
Primis Mortgage,2024-H1,1,Panacea Financial,0,,1,Panacea Financial,0,,0,
Primis Mortgage,2024-H2,1,Panacea Financial,0,,1,Panacea Financial,0,,0,
Primis Mortgage,2025-H1,1,Panacea Financial,0,,1,Panacea Financial,0,,0,
Primis Mortgage,2025-H2,1,Panacea Financial,0,,1,Panacea Financial,0,,0,
Primis Mortgage,2026-H1,1,Panacea Financial,0,,1,Panacea Financial,0,,0,
Program Bank,2024-H2,1,Wise,1,Wise,0,,0,,0,
Program Bank,2026-H1,1,Wise,0,,0,,0,,0,
REGIONS BANK,2022-H1,1,Rho,1,Rho,0,,0,,0,
Radius Bank,2019-H2,1,MaxMyInterest,1,MaxMyInterest,0,,0,,0,
Radius Bank,2020-H1,3,First Dollar; MaxMyInterest; NorthOne,3,First Dollar; MaxMyInterest; NorthOne,0,,0,,0,
Radius Bank,2020-H2,2,MaxMyInterest; ZenBusiness,2,MaxMyInterest; ZenBusiness,0,,0,,0,
Radius Bank,2021-H1,2,MaxMyInterest; ZenBusiness,2,MaxMyInterest; ZenBusiness,0,,0,,0,
Radius LendingClub Bank,2025-H1,1,ZenBusiness,0,,0,,0,,0,
Radius LendingClub Bank,2026-H1,1,ZenBusiness,0,,0,,0,,0,
Ramp Fincing Corporation and/or Lead Bank,2023-H1,1,Ramp,0,,0,,0,,0,
Ramp Fincing Corporation and/or Lead Bank,2024-H1,1,Ramp,0,,0,,0,,0,
Regent Bank,2023-H1,2,CrowdHealth; Firstcard,1,CrowdHealth,0,,0,,0,
Regent Bank,2023-H2,1,CrowdHealth,1,CrowdHealth,0,,0,,0,
Regent Bank,2024-H1,3,CrowdHealth; Firstcard; Grabr,3,CrowdHealth; Firstcard; Grabr,0,,0,,0,
Regent Bank,2024-H2,3,CrowdHealth; Grabr; Firstcard,2,CrowdHealth; Grabr,0,,0,,0,
Regent Bank,2025-H1,4,CrowdHealth; Firstcard; Grabr; Mazlo,4,CrowdHealth; Firstcard; Grabr; Mazlo,0,,0,,1,Firstcard
Regent Bank,2025-H2,4,CrowdHealth; Firstcard; Grabr; Mazlo,3,CrowdHealth; Grabr; Mazlo,0,,0,,1,Firstcard
Regent Bank,2026-H1,4,CrowdHealth; Firstcard; Grabr; Utoppia,3,CrowdHealth; Grabr; Utoppia,0,,0,,1,Firstcard
Regions Bank,2020-H2,1,Rho,0,,0,,0,,1,Rho
Regions Bank; Sterlingtiol Bank,2021-H1,1,Rho,0,,0,,0,,0,
Regions Bank; Sterlingtiol Bank,2021-H2,1,Rho,0,,0,,0,,0,
Republic Bank & Trust Company,2015-H2,1,Elastic,0,,1,Elastic,0,,0,
Republic Bank & Trust Company,2017-H1,1,Elastic,0,,1,Elastic,0,,0,
Republic Bank & Trust Company,2017-H2,1,Liberty Tax,0,,0,,0,,0,
Republic Bank & Trust Company,2018-H1,1,Liberty Tax,0,,0,,0,,0,
