bank_name,period,n_firms,firms,n_firms_savings,firms_savings,n_firms_borrowing,firms_borrowing,n_firms_payments,firms_payments,n_firms_credit_cards,firms_credit_cards
Chase Bank,2022-H1,1,Workiz,0,,0,,1,Workiz,0,
Choice Fincial Group,2020-H2,2,Lili; Qube Money,2,Lili; Qube Money,0,,0,,1,Lili
Choice Fincial Group,2021-H1,1,Lili,1,Lili,0,,0,,1,Lili
Choice Fincial Group,2021-H2,1,Qube Money,1,Qube Money,0,,0,,0,
Choice Fincial Group,2022-H1,2,FinFit; Lili,0,,0,,0,,1,Lili
Choice Fincial Group,2022-H2,4,Covercy; Lili; FinFit; Qube Money,2,Lili; Qube Money,0,,0,,0,
Choice Fincial Group,2023-H1,3,Covercy; Lili; FinFit,2,Lili; Covercy,0,,0,,1,Lili
Choice Fincial Group,2023-H2,5,Lili; Qube Money; Covercy; Current; Lively,4,Lili; Qube Money; Covercy; Lively,0,,0,,1,Lili
Choice Fincial Group,2024-H1,2,Lili; Qube Money,2,Lili; Qube Money,0,,0,,0,
Choice Fincial Group,2024-H2,2,Qube Money; Lili,1,Qube Money,0,,0,,1,Lili
Choice Fincial Group,2025-H1,1,Covercy,0,,0,,0,,0,
Choice Fincial Group Inc.,2022-H1,1,Lili,1,Lili,0,,0,,0,
Choice Fincial Group Inc.,2022-H2,1,Lili,1,Lili,0,,0,,0,
"Choice Fincial Group and Evolve Bank & Trust, Patriot Bank",2024-H1,1,Mercury,1,Mercury,0,,0,,0,
"Choice Fincial Group, Evolve Bank & Trust",2024-H2,1,Mercury,0,,0,,0,,0,
"Choice Fincial Group, member of the Federal Deposit Insurance Corporation",2025-H1,1,Covercy,0,,0,,1,Covercy,0,
"Choice Fincial Group, member of the Federal Deposit Insurance Corporation (FDIC)",2024-H1,1,Covercy,0,,0,,1,Covercy,0,
"Citizens Bank, Providence, RI, and Synovus Bank, Columbus, GA",2026-H1,1,IntelliPay,0,,0,,1,IntelliPay,0,
ClearBank,2025-H2,1,Revolut,1,Revolut,0,,0,,0,
Coastal Community Bank,2021-H1,2,Cheese; Ellevest,2,Cheese; Ellevest,0,,0,,0,
Coastal Community Bank,2021-H2,5,Bluevine; Cheese; Ellevest; Prosper; X1,3,Bluevine; Cheese; Ellevest,1,Prosper,0,,2,Prosper; X1
Coastal Community Bank,2022-H1,8,Aspiration; Cheese; Ellevest; Possible Finance; Prosper; Till Financial; Zenda; X1,4,Aspiration; Cheese; Ellevest; Zenda,1,Possible Finance,0,,1,Prosper
Coastal Community Bank,2022-H2,8,Aspiration; Bluevine; Brigit; Kikoff; One Finance; Pomelo; Zenda; X1,3,Aspiration; Bluevine; Zenda,1,Brigit,1,Pomelo,3,Kikoff; Pomelo; X1
Coastal Community Bank,2023-H1,11,Bluevine; Brigit; Greenwood; Kikoff; One Finance; Pomelo; Possible Finance; Till Financial; Zenda; Aspiration; X1,5,Bluevine; Greenwood; One Finance; Zenda; Aspiration,2,Brigit; Possible Finance,1,Pomelo,2,Kikoff; Pomelo
Coastal Community Bank,2023-H2,6,Aspiration; Bluevine; Brigit; Pomelo; Till Financial; X1,2,Aspiration; Bluevine,1,Brigit,1,Pomelo,2,Pomelo; X1
Coastal Community Bank,2024-H1,12,Aspiration; Brigit; Greenwood; Kikoff; Pomelo; Possible Finance; Prosper; Till Financial; Bluevine; One Finance; Seen; X1,3,Greenwood; One Finance; Aspiration,2,Brigit; Possible Finance,1,Pomelo,6,Kikoff; Possible Finance; Prosper; Pomelo; Seen; X1
Coastal Community Bank,2024-H2,10,Brigit; Greenwood; One Finance; Pomelo; Possible Finance; Prosper; Bluevine; Seen; X1; Carta,2,Greenwood; One Finance,3,Brigit; Possible Finance; Carta,1,Pomelo,5,Possible Finance; Prosper; Pomelo; Seen; X1
Coastal Community Bank,2025-H1,8,Aspiration; Evergreen Money; Greenwood; Pomelo; Possible Finance; Seen; X1; Aven,3,Aspiration; Evergreen Money; Greenwood,1,Possible Finance,1,Pomelo,5,Possible Finance; Pomelo; Seen; X1; Aven
Coastal Community Bank,2025-H2,7,Brigit; Greenwood; Pomelo; Possible Finance; Prosper; Bluevine; Seen,1,Greenwood,2,Brigit; Possible Finance,1,Pomelo,3,Prosper; Pomelo; Seen
Coastal Community Bank,2026-H1,9,Aven; Brigit; Greenwood; Kikoff; Pomelo; Possible Finance; Prosper; Bluevine; Seen,1,Greenwood,2,Brigit; Kikoff,1,Pomelo,6,Aven; Possible Finance; Prosper; Seen; Pomelo; Kikoff
Coastal Community Bank (CCB),2026-H1,1,Possible Finance,0,,1,Possible Finance,0,,0,
Coastal Community Bank and our program banks,2026-H1,1,Bluevine,1,Bluevine,0,,0,,0,
"Coastal Community Bank and our program banks; Coastal Community Bank, State of Washington, Member of the Federal Deposit Insurance Corporation (FDIC)",2024-H1,1,Bluevine,1,Bluevine,0,,0,,0,
Coastal Community Bank and our program banks; Silicon Valley Bank,2024-H2,1,Bluevine,1,Bluevine,0,,0,,0,
"Coastal Community Bank, Axos Bank, and Wells Fargo",2023-H1,1,Albert,1,Albert,0,,0,,0,
"Coastal Community Bank, State of Washington, Member of the Federal Deposit Insurance Corporation (FDIC)",2022-H1,1,Bluevine,1,Bluevine,0,,0,,0,
"Coastal Community Bank, State of Washington, Member of the Federal Deposit Insurance Corporation (FDIC)",2025-H1,1,Bluevine,0,,0,,0,,1,Bluevine
"Coastal Community Bank, Sutton Bank",2022-H1,1,Albert,1,Albert,0,,0,,0,
Coastal Community Bank; Coastal Community Bank,2021-H2,1,X1,0,,0,,0,,1,X1
Coastal Community Bank; Coastal Community Bank,2022-H1,1,X1,0,,0,,0,,1,X1
Coastal Community Bank; Coastal Community Bank,2022-H2,1,X1,0,,0,,0,,1,X1
Coastal Community Bank; Coastal Community Bank,2023-H1,1,X1,0,,0,,0,,1,X1
Coastal Community Bank; Coastal Community Bank,2024-H1,1,X1,0,,0,,0,,1,X1
Coastal Community Bank; Coastal Community Bank,2024-H2,1,X1,0,,0,,0,,1,X1
"Coastal Community Bank; Coastal Community Bank, State of Washington, Member of the Federal Deposit Insurance Corporation (FDIC)",2025-H1,1,Bluevine,1,Bluevine,0,,0,,0,
Coastal Community bank and our program banks,2024-H2,1,Bluevine,0,,0,,0,,0,
Coinbase,2023-H2,1,Coinbase,1,Coinbase,0,,0,,0,
Column,2022-H2,1,Hopscotch,0,,0,,0,,0,
Column,2025-H1,1,Brex,0,,0,,0,,0,
Column,2025-H2,1,Brex,0,,0,,0,,1,Brex
Column,2026-H1,1,CreditFresh,0,,1,CreditFresh,0,,0,
Column Bank,2024-H2,1,Lili,0,,0,,1,Lili,0,
Column Bank,2025-H1,1,Lili,0,,0,,1,Lili,0,
Column Bank,2025-H2,1,Lili,0,,0,,1,Lili,0,
Column Bank,2026-H1,1,Lili,0,,0,,1,Lili,0,
Columntiol Association,2024-H1,1,Slash,1,Slash,0,,0,,1,Slash
Columntiol Association,2024-H2,1,Slash,0,,0,,0,,0,
Columntiol Association,2025-H1,1,Slash,0,,0,,0,,0,
"Columntiol Association, Piermont Bank",2025-H1,1,Slash,0,,0,,0,,1,Slash
Comenity Bank,2015-H1,1,Meijer,0,,0,,0,,1,Meijer
Comenity Bank,2016-H1,1,Meijer,0,,0,,0,,1,Meijer
Comenity Bank,2016-H2,1,Meijer,0,,0,,0,,1,Meijer
Comenity Bank,2017-H1,1,Meijer,0,,0,,0,,1,Meijer
Comenity Bank,2017-H2,1,Meijer,0,,0,,0,,1,Meijer
Comenity Bank,2018-H1,1,Meijer,0,,0,,0,,1,Meijer
Comenity Bank,2018-H2,1,Meijer,0,,0,,0,,1,Meijer
Comenity Bank,2019-H1,1,Meijer,0,,0,,0,,1,Meijer
Comenity Bank,2020-H1,1,Meijer,0,,0,,0,,1,Meijer
Comenity Capital Bank,2023-H1,1,AAA,0,,0,,0,,1,AAA
Comenity Capital Bank,2023-H2,1,AAA,0,,0,,0,,1,AAA
Comenity Capital Bank,2024-H1,1,AAA,0,,0,,0,,1,AAA
Community Federal Saving Bank,2022-H2,1,Grit Financial,1,Grit Financial,0,,0,,0,
Community Federal Saving Bank,2023-H1,1,Grit Financial,1,Grit Financial,0,,0,,0,
Community Federal Saving Bank,2024-H1,1,Grit Financial,1,Grit Financial,0,,0,,0,
Community Federal Savings Bank,2021-H1,2,Cogni; Alviere,2,Cogni; Alviere,0,,0,,0,
Community Federal Savings Bank,2021-H2,1,Alviere,0,,0,,0,,0,
Community Federal Savings Bank,2022-H1,3,Alviere; Greenlight; Omnimoney  Boost Mobile ,0,,0,,1,Alviere,0,
Community Federal Savings Bank,2022-H2,2,Greenlight; Alviere,1,Greenlight,0,,0,,0,
Community Federal Savings Bank,2023-H1,4,Cogni; Mudflap; Alviere; Greenlight,2,Cogni; Mudflap,0,,0,,0,
Community Federal Savings Bank,2023-H2,4,Alviere; Arro; Omnimoney  Boost Mobile ; Greenlight,1,Alviere,0,,0,,1,Arro
Community Federal Savings Bank,2024-H1,7,Alviere; Cogni; Ferry; Greenlight; Mudflap; Omnimoney  Boost Mobile ; Crypto.com,5,Alviere; Cogni; Ferry; Greenlight; Mudflap,0,,0,,0,
Community Federal Savings Bank,2024-H2,7,Alviere; Cogni; Ferry; Greenlight; Mudflap; Comun; Crypto.com,5,Alviere; Cogni; Ferry; Greenlight; Mudflap,0,,1,Comun,0,
Community Federal Savings Bank,2025-H1,5,Comun; Greenlight; Mudflap; Omnimoney  Boost Mobile ; Alviere,2,Greenlight; Mudflap,0,,1,Comun,0,
Community Federal Savings Bank,2025-H2,6,Alviere; Ferry; Greenlight; Mybambu; Omnimoney  Boost Mobile ; Comun,3,Ferry; Greenlight; Mybambu,0,,2,Alviere; Comun,0,
Community Federal Savings Bank,2026-H1,4,Ferry; Mybambu; Alviere; Greenlight,3,Ferry; Mybambu; Greenlight,0,,0,,0,
Community Federal Savings Bank (CFSB),2022-H1,1,Lawfully,0,,0,,1,Lawfully,0,
Community Federal Savings Bank (CFSB),2022-H2,1,Lawfully,0,,0,,1,Lawfully,0,
Community Federal Savings Bank (CFSB),2023-H1,1,Lawfully,0,,0,,1,Lawfully,0,
Community Federal Savings Bank (CFSB),2023-H2,1,Lawfully,0,,0,,1,Lawfully,0,
Community Federal Savings Bank (CFSB),2024-H1,1,Lawfully,0,,0,,1,Lawfully,0,
Community Federal Savings Bank; Community Federal Savings Bank,2022-H2,1,Cogni,1,Cogni,0,,0,,0,
Community Federal Savings Bank; Community Federal Savings Bank,2023-H1,2,Greenlight; Omnimoney  Boost Mobile ,1,Greenlight,0,,0,,0,
Community Federal Savings Bank; Community Federal Savings Bank,2023-H2,1,Greenlight,1,Greenlight,0,,0,,0,
Community Federal Savings Bank; Community Federal Savings Bank,2025-H1,1,Comun,1,Comun,0,,0,,0,
Community Federal Savings Bank; Community Federal Savings Bank,2025-H2,1,Comun,0,,0,,0,,0,
Community Federal Savings Bank; Community Federal Savings Bank,2026-H1,1,Greenlight,1,Greenlight,0,,0,,0,
Continental Bank,2023-H2,1,Paintbrush,0,,1,Paintbrush,0,,0,
Continental Bank,2024-H1,1,Paintbrush,0,,1,Paintbrush,0,,0,
Cornercard UK Limited,2020-H2,1,Cledara,0,,0,,0,,0,
"Crestmark, a division of MetaBank",2023-H1,1,Comdata,0,,0,,0,,0,
Cross River Bank,2015-H1,1,LendingUSA,0,,1,LendingUSA,0,,0,
Cross River Bank,2015-H2,1,Upstart,0,,0,,0,,0,
Cross River Bank,2016-H1,1,LendingUSA,0,,1,LendingUSA,0,,0,
Cross River Bank,2017-H1,1,LendingUSA,0,,1,LendingUSA,0,,0,
Cross River Bank,2020-H2,2,Housecall Pro; LendingUSA,0,,2,Housecall Pro; LendingUSA,0,,0,
Cross River Bank,2021-H1,2,Affirm; Housecall Pro,1,Affirm,1,Housecall Pro,0,,0,
Cross River Bank,2021-H2,2,Affirm; Tally,1,Affirm,1,Tally,0,,0,
Cross River Bank,2022-H1,4,Affirm; Housecall Pro; Tally; LendingUSA,1,Affirm,3,Housecall Pro; Tally; LendingUSA,0,,0,
Cross River Bank,2022-H2,5,Affirm; Credit Karma; Jetty; Tally; Upgrade,1,Affirm,3,Credit Karma; Jetty; Tally,0,,0,
Cross River Bank,2023-H1,5,Credit Karma; Jetty; Tally; Upgrade; Best Egg  Marlette ,0,,3,Credit Karma; Jetty; Tally,0,,0,
Cross River Bank,2023-H2,5,Current; Jeeves; Jetty; Upgrade; Tally,0,,2,Jetty; Tally,0,,2,Current; Jeeves
Cross River Bank,2024-H1,6,Credit Karma; Current; Jetty; Tally; Upgrade; LendingUSA,1,Upgrade,4,Credit Karma; Jetty; Tally; LendingUSA,0,,2,Current; Upgrade
Cross River Bank,2024-H2,4,Affirm; Credit Karma; Current; Payhawk,1,Affirm,1,Credit Karma,0,,2,Current; Payhawk
Cross River Bank,2025-H1,5,Achieve; Credit Karma; Jetty; Payhawk; LendingUSA,0,,4,Achieve; Credit Karma; Jetty; LendingUSA,0,,1,Payhawk
Cross River Bank,2025-H2,4,Achieve; Affirm; Credit Karma; Upgrade,2,Upgrade; Affirm,2,Achieve; Credit Karma,0,,0,
Cross River Bank,2026-H1,4,Affirm; Credit Karma; Current; LendingUSA,1,Affirm,2,Credit Karma; LendingUSA,0,,1,Current
"Cross River Bank, Blue Ridge Bank",2022-H1,1,Kashable,0,,1,Kashable,0,,0,
"Cross River Bank, Blue Ridge Bank",2022-H2,2,Kashable; Best Egg  Marlette ,0,,1,Kashable,0,,0,
"Cross River Bank, Blue Ridge Bank",2023-H1,1,Kashable,0,,1,Kashable,0,,0,
"Cross River Bank, Blue Ridge Bank",2024-H1,1,Kashable,0,,1,Kashable,0,,0,
"Cross River Bank, Blue Ridge Bank",2025-H1,1,Best Egg  Marlette ,0,,0,,0,,0,
"Cross River Bank, Blue Ridge Bank, First Bank & Trust",2024-H1,1,Best Egg  Marlette ,0,,0,,0,,0,
"Cross River Bank, Blue Ridge Bank, Kashable LLC",2024-H2,1,Kashable,0,,1,Kashable,0,,0,
"Cross River Bank, a New Jersey State Chartered Bank, Equal Housing Lender, or Blue Ridge Bank, Equal Housing Lender",2025-H2,1,Best Egg  Marlette ,0,,0,,0,,0,
"Cross River Bank, a New Jersey State Chartered Commercial Bank for Best Egg Secured Loan",2021-H1,1,NerdWallet,0,,0,,0,,0,
"Cross River Bank, a New Jersey State Chartered Commercial Bank or Pathward®",2024-H1,1,Achieve,0,,1,Achieve,0,,0,
"Cross River Bank, a New Jersey State Chartered Commercial Bank or Pathward®",2024-H2,1,Achieve,0,,1,Achieve,0,,0,
"Cross River Bank, a New Jersey State Chartered Commercial Bank, Equal Housing Lender or Blue Ridge Bank, Equal Housing Lender",2023-H2,1,Best Egg  Marlette ,0,,0,,0,,0,
"Cross River Bank, a New Jersey State Chartered Commercial Bank, Equal Housing Lender or Blue Ridge Bank, Equal Housing Lender",2024-H1,1,Best Egg  Marlette ,0,,0,,0,,0,
"Cross River Bank, a New Jersey State Chartered Commercial Bank, Equal Housing Lender or Blue Ridge Bank, Equal Housing Lender",2024-H2,1,Best Egg  Marlette ,0,,0,,0,,0,
"Cross River Bank, a New Jersey State Chartered Commercial Bank, Equal Housing Lender or Blue Ridge Bank, atiolly Chartered Bank, Equal Housing Lender",2022-H2,1,Best Egg  Marlette ,0,,0,,0,,0,
"Cross River Bank, a New Jersey State Chartered Commercial Bank, Equal Housing Lender or Blue Ridge Bank, atiolly Chartered Bank, Equal Housing Lender",2023-H2,1,Best Egg  Marlette ,0,,0,,0,,0,
"Cross River Bank, a New Jersey State Chartered Commercial Bank, Equal Housing Lender or Blue Ridge Bank, atiolly Chartered Bank, Equal Housing Lender",2025-H1,1,Best Egg  Marlette ,0,,0,,0,,0,
"Cross River Bank; Blue Ridge Bank; or Kashable LLC, NMLS ID 1373339",2022-H1,1,Kashable,0,,1,Kashable,0,,0,
"Cross River Bank; Blue Ridge Bank; or Kashable LLC, NMLS ID 1373339",2023-H1,1,Kashable,0,,1,Kashable,0,,0,
"Cross River Bank; Blue Ridge Bank; or Kashable LLC, NMLS ID 1373339",2024-H1,1,Kashable,0,,1,Kashable,0,,0,
"Cross River Bank; Blue Ridge Bank; or Kashable LLC, NMLS ID 1373339",2024-H2,1,Kashable,0,,1,Kashable,0,,0,
Cross River Bank; Cross River Bank,2022-H1,1,Jetty,0,,1,Jetty,0,,0,
Cross River Bank; Silicon Valley Bank,2022-H1,1,Tally,0,,0,,0,,0,
"Cross River, or Sutton Bank",2023-H1,1,Upgrade,0,,0,,0,,1,Upgrade
Cuscal Limited,2019-H2,1,Block,0,,1,Block,0,,0,
Cuscal Limited,2020-H1,1,Block,0,,1,Block,0,,0,
Cuscal Limited,2020-H2,1,Block,0,,1,Block,0,,0,
Cuscal Limited,2021-H2,1,Block,0,,1,Block,0,,0,
Cuscal Limited,2024-H2,1,Block,0,,1,Block,0,,0,
Cuscal Limited,2025-H2,1,Block,0,,1,Block,0,,0,
Customers Bank,2021-H2,1,Bm Technologies,1,Bm Technologies,1,Bm Technologies,0,,1,Bm Technologies
Customers Bank,2022-H1,1,Bm Technologies,1,Bm Technologies,1,Bm Technologies,0,,1,Bm Technologies
Customers Bank,2022-H2,1,Bm Technologies,0,,1,Bm Technologies,0,,1,Bm Technologies
Customers Bank,2023-H1,1,Bm Technologies,1,Bm Technologies,1,Bm Technologies,0,,1,Bm Technologies
Customers Bank,2023-H2,1,Bm Technologies,1,Bm Technologies,0,,0,,0,
Customers Bank,2024-H1,1,Bm Technologies,1,Bm Technologies,1,Bm Technologies,0,,1,Bm Technologies
Customers Bank,2024-H2,1,Bm Technologies,1,Bm Technologies,1,Bm Technologies,0,,1,Bm Technologies
Customers Bank #34444,2023-H1,1,MaxMyInterest,1,MaxMyInterest,0,,0,,0,
Customers Bank #34444,2024-H1,1,MaxMyInterest,1,MaxMyInterest,0,,0,,0,
Customers Bank #34444,2025-H1,1,MaxMyInterest,1,MaxMyInterest,0,,0,,0,
Customers Bank & Equal Housing Lender,2022-H2,1,Bm Technologies,1,Bm Technologies,0,,0,,0,
DR Bank,2024-H1,1,Doc2Doc Lending,0,,1,Doc2Doc Lending,0,,0,
DR Bank,2024-H2,1,Doc2Doc Lending,0,,1,Doc2Doc Lending,0,,0,
DR Bank,2025-H1,1,Doc2Doc Lending,0,,1,Doc2Doc Lending,0,,0,
DR Bank,2025-H2,1,Doc2Doc Lending,0,,1,Doc2Doc Lending,0,,0,
Darien Rowayton Bank,2017-H2,1,Laurel Road,0,,1,Laurel Road,0,,0,
Darien Rowayton Bank,2018-H1,1,Laurel Road,0,,1,Laurel Road,0,,0,
"Deposit accounts and banking services are provided by Lineage Bank. The debit card associated with your deposit account is issued by American Bank, pursuant to a license from MastercardÂ®.",2024-H1,1,GravyStack,0,,0,,0,,0,
"Dwolla, Inc.",2023-H2,1,Cleo,1,Cleo,0,,0,,0,
East West Bank,2022-H2,1,BayaniPay,1,BayaniPay,0,,1,BayaniPay,0,
East West Bank,2023-H1,1,BayaniPay,1,BayaniPay,0,,1,BayaniPay,0,
East West Bank,2024-H1,1,BayaniPay,1,BayaniPay,0,,1,BayaniPay,0,
East West Bank,2024-H2,1,BayaniPay,1,BayaniPay,0,,1,BayaniPay,0,
East West Bank,2025-H1,1,BayaniPay,1,BayaniPay,0,,1,BayaniPay,0,
East West Bank,2025-H2,1,BayaniPay,1,BayaniPay,0,,1,BayaniPay,0,
East West Bank,2026-H1,1,BayaniPay,1,BayaniPay,0,,0,,0,
Emigrant Bank,2019-H1,1,Brex,0,,0,,0,,1,Brex
Emigrant Bank,2019-H2,1,Brex,0,,0,,0,,1,Brex
Emigrant Bank,2020-H1,1,Brex,0,,0,,0,,0,
Emigrant Bank,2020-H2,1,Brex,0,,0,,0,,1,Brex
Emigrant Bank,2021-H2,1,Brex,0,,0,,0,,1,Brex
Emigrant Bank,2022-H1,1,Brex,0,,0,,0,,1,Brex
Emigrant Bank,2022-H2,1,Brex,0,,0,,0,,1,Brex
Emigrant Bank,2023-H1,1,Brex,0,,0,,0,,1,Brex
Emigrant Bank,2023-H2,1,Fruitful,1,Fruitful,0,,0,,0,
Emigrant Bank,2024-H1,1,Fruitful,1,Fruitful,0,,0,,0,
Emigrant Bank,2024-H2,1,Fruitful,0,,0,,0,,0,
Emigrant Bank,2025-H1,1,Fruitful,1,Fruitful,0,,0,,1,Fruitful
Emigrant Bank,2025-H2,1,Fruitful,1,Fruitful,0,,0,,1,Fruitful
Emigrant Bank,2026-H1,1,Fruitful,1,Fruitful,0,,0,,1,Fruitful
"Emigrant Bank, Fifth Third Bank",2025-H1,1,Brex,0,,0,,0,,1,Brex
"Emigrant Bank, Fifth Third Bank",2026-H1,1,Brex,0,,0,,0,,1,Brex
Esquire Bank,2024-H1,1,Corepay,0,,0,,1,Corepay,0,
Esquire Bank,2024-H2,1,Corepay,0,,0,,1,Corepay,0,
Evolve,2022-H1,1,Prizepool,1,Prizepool,0,,0,,0,
Evolve,2022-H2,2,Prizepool; Extra,2,Prizepool; Extra,0,,0,,0,
Evolve,2024-H2,1,Prizepool,1,Prizepool,0,,0,,0,
Evolve,2025-H2,1,Dave,0,,1,Dave,0,,0,
Evolve,2026-H1,1,Dave,0,,1,Dave,0,,0,
Evolve Bank,2019-H2,1,Relayfi,1,Relayfi,0,,0,,0,
Evolve Bank,2021-H1,1,SoloFunds,0,,0,,0,,0,
Evolve Bank,2021-H2,1,SoloFunds,0,,0,,0,,0,
Evolve Bank,2022-H1,2,SoloFunds; Kikoff,0,,1,Kikoff,0,,0,
Evolve Bank,2023-H1,4,FloatMe; Flycoin; Kleercard; Empower,0,,0,,1,Kleercard,1,Flycoin
Evolve Bank,2023-H2,1,Flycoin,1,Flycoin,0,,0,,1,Flycoin
Evolve Bank,2024-H1,3,FloatMe; Flycoin; Fold,0,,0,,0,,2,Flycoin; Fold
Evolve Bank,2024-H2,1,FloatMe,0,,0,,0,,0,
Evolve Bank,2025-H1,2,FloatMe; Flycoin,0,,0,,0,,1,Flycoin
Evolve Bank,2025-H2,1,Snapraise,0,,0,,0,,0,
Evolve Bank,2026-H1,1,Snapraise,0,,0,,0,,0,
Evolve Bank & Trust,2019-H1,1,Empower,1,Empower,0,,0,,0,
Evolve Bank & Trust,2019-H2,4,Brightside; Empower; Possible Finance; SoFi,2,Brightside; Empower,1,Possible Finance,0,,0,
Evolve Bank & Trust,2020-H1,2,Dave; Yieldstreet,2,Dave; Yieldstreet,0,,0,,0,
Evolve Bank & Trust,2020-H2,10,Branch; Brightside; Dave; Earnin; Relayfi; Apto Payments; Yieldstreet; Copper; Goalsetter; Clair,6,Branch; Brightside; Dave; Relayfi; Clair; Yieldstreet,1,Earnin,0,,0,
Evolve Bank & Trust,2021-H1,8,Branch; Brightside; Dave; Earnin; Yieldstreet; Apto Payments; Copper; Goalsetter,2,Branch; Brightside,1,Earnin,0,,0,
Evolve Bank & Trust,2021-H2,9,Ampla; Branch; Dave; Earnin; Relayfi; Yieldstreet; Yotta Savings; Copper; Goalsetter,4,Branch; Relayfi; Yotta Savings; Dave,1,Earnin,0,,2,Ampla; Relayfi
Evolve Bank & Trust,2022-H1,13,Bond; Branch; Brightside; Dave; Earnin; GravyStack; Relayfi; Yotta Savings; Goalsetter; Step; Yieldstreet; Copper; Mazoola,8,Branch; Brightside; GravyStack; Relayfi; Yotta Savings; Yieldstreet; Dave; Mazoola,1,Earnin,0,,3,Bond; Step; Relayfi
Evolve Bank & Trust,2022-H2,18,Bond; Branch; Brightside; Build; Dave; Earnin; Every; GravyStack; Klutch; Relayfi; Fleato; Step; Yieldstreet; Copper; Mazoola; Prizepool; Extra; Sunny Day Fund,10,Branch; Brightside; Every; GravyStack; Relayfi; Fleato; Yieldstreet; Dave; Mazoola; Prizepool,2,Build; Earnin,0,,4,Bond; Klutch; Step; Relayfi
Evolve Bank & Trust,2023-H1,17,Bond; Branch; Brightside; Cheqly; Clearing; Dave; Earnin; FloatMe; Goalsetter; Klutch; Prizepool; Step; Teamup; Yotta Savings; Copper; Extra; Mazoola,13,Branch; Brightside; Cheqly; Goalsetter; Prizepool; Yotta Savings; Earnin; Extra; FloatMe; Mazoola; Step; Dave; Teamup,2,Dave; Earnin,1,Goalsetter,6,Bond; FloatMe; Klutch; Teamup; Step; Yotta Savings
Evolve Bank & Trust,2023-H2,16,Bond; Branch; Cadre; Cheqly; Earnin; Goalsetter; Poetryy Finance; Qorbis; Upright; Affirm; Beam; Copper; DailyPay; GasBuddy; Mayfair; Prizepool,9,Branch; Cheqly; Goalsetter; Poetryy Finance; Qorbis; Affirm; Earnin; Mayfair; Prizepool,1,Earnin,0,,1,Bond
Evolve Bank & Trust,2024-H1,31,Bond; Branch; Cadre; Cheqly; Dave; FloatMe; Holdings; Juno; Klutch; Mooch; Nala; Neon Money Club; Poetryy Finance; Prizepool; Qorbis; Rain; Snapraise; Sparrow Financial; Step; Teamup; Yotta Savings; Affirm; Beam; Clearing; Copper; Earnin; Mazoola; NerdWallet; Pellepay; Roost; Sunny Day Fund,16,Cheqly; Dave; Holdings; Mooch; Poetryy Finance; Prizepool; Qorbis; Yotta Savings; Branch; Affirm; Earnin; FloatMe; Mazoola; Snapraise; Step; Teamup,1,Dave,4,Nala; Clearing; Pellepay; Roost,6,Bond; FloatMe; Klutch; Sparrow Financial; Teamup; Step
Evolve Bank & Trust,2024-H2,24,Branch; Cheqly; Dave; Earnin; Holdings; Juno; Mercury; Nala; Poetryy Finance; Rain; Shopify; Sparrow Financial; Step; Teamup; USA National; Beam; Clearing; Copper; FloatMe; Gelt; Mazoola; NerdWallet; Prizepool; Cadre,14,Branch; Cheqly; Dave; Holdings; Mercury; Poetryy Finance; Shopify; USA National; FloatMe; Gelt; Mazoola; Prizepool; Step; Teamup,2,Earnin; USA National,2,Nala; Clearing,3,Sparrow Financial; Teamup; Step
Evolve Bank & Trust,2025-H1,17,Branch; Cadre; Cheqly; College Ave; Dave; Nala; Poetryy Finance; Qorbis; Rain; Sparrow Financial; Step; Teamup; Earnin; FloatMe; Klarna; Mazoola; NerdWallet,9,Branch; Cheqly; Poetryy Finance; Qorbis; Earnin; FloatMe; Klarna; Mazoola; Teamup,2,College Ave; Dave,1,Nala,3,Sparrow Financial; Teamup; Step
Evolve Bank & Trust,2025-H2,15,Bond; Branch; Cadre; Cheqly; Dave; Poetryy Finance; Qorbis; Rain; Sparrow Financial; Step; Teamup; USA National; Affirm; Gelt; NerdWallet,8,Branch; Cheqly; Dave; Poetryy Finance; Qorbis; Teamup; Affirm; Gelt,0,,0,,5,Bond; Sparrow Financial; Teamup; USA National; Step
Evolve Bank & Trust,2026-H1,7,Bond; Cheqly; Dave; FloatMe; Step; Teamup; USA National,4,Cheqly; Dave; Teamup; FloatMe,0,,0,,4,Bond; Teamup; USA National; Step
Evolve Bank & Trust & Celtic Bank,2022-H1,1,Shopify,1,Shopify,0,,0,,0,
"Evolve Bank & Trust and Fifth Third Bank, Members FDIC",2025-H2,1,Shopify,1,Shopify,0,,0,,0,
Evolve Bank & Trust or Patriot Bank,2024-H1,1,Extra,0,,0,,0,,0,
Evolve Bank & Trust or Patriot Bank,2025-H1,1,Extra,0,,0,,0,,0,
Evolve Bank & Trust or Patriot Bank,2026-H1,1,Extra,1,Extra,0,,0,,0,
Evolve Bank & Trust or Patriot Bank (),2023-H1,1,Extra,0,,0,,0,,0,
"Evolve Bank & Trust, Celtic Bank",2021-H2,1,Shopify,1,Shopify,0,,0,,0,
"Evolve Bank & Trust, Celtic Bank",2025-H2,1,Bonsai,0,,0,,0,,0,
"Evolve Bank & Trust, Celtic Bank; Federal Deposit Insurance Corporation (FDIC)",2022-H2,1,Flycoin,1,Flycoin,0,,0,,0,
