company,period,has_financial_service,n_financial_services,n_with_baas,n_baas_partners,baas_partners,has_baas,has_savings,has_savings_baas,has_borrowing,has_borrowing_baas,has_payments,has_payments_baas,has_credit_cards,has_credit_cards_baas,birth_category,founding_year
360 Payment Solutions,2017-H2,1,1,0,0,,0,0,0,0,0,0,0,0,0,Financial Services,2011.0
360 Payment Solutions,2019-H2,1,1,1,0,,1,0,0,0,0,0,0,0,0,Financial Services,2011.0
360 Payment Solutions,2022-H1,1,1,0,0,,0,0,0,0,0,0,0,0,0,Financial Services,2011.0
360 Payment Solutions,2022-H2,1,2,0,0,,0,0,0,0,0,0,0,0,0,Financial Services,2011.0
360 Payment Solutions,2023-H1,1,2,0,0,,0,0,0,0,0,0,0,0,0,Financial Services,2011.0
360 Payment Solutions,2023-H2,1,2,0,0,,0,0,0,0,0,0,0,0,0,Financial Services,2011.0
7-Eleven,2018-H1,1,1,0,0,,0,0,0,0,0,0,0,0,0,Commerce & Retail,1928.0
7-Eleven,2018-H2,1,1,0,0,,0,0,0,0,0,0,0,0,0,Commerce & Retail,1928.0
7-Eleven,2019-H2,1,1,0,0,,0,0,0,0,0,1,0,0,0,Commerce & Retail,1928.0
7-Eleven,2020-H2,1,1,0,0,,0,0,0,0,0,1,0,0,0,Commerce & Retail,1928.0
7-Eleven,2021-H1,1,1,0,0,,0,0,0,0,0,1,0,0,0,Commerce & Retail,1928.0
7-Eleven,2021-H2,1,1,0,0,,0,0,0,0,0,1,0,0,0,Commerce & Retail,1928.0
7-Eleven,2022-H1,1,1,0,0,,0,0,0,0,0,1,0,0,0,Commerce & Retail,1928.0
7-Eleven,2022-H2,1,1,0,0,,0,0,0,0,0,1,0,0,0,Commerce & Retail,1928.0
7-Eleven,2023-H1,1,1,0,0,,0,0,0,0,0,1,0,0,0,Commerce & Retail,1928.0
7-Eleven,2023-H2,1,1,0,0,,0,0,0,0,0,1,0,0,0,Commerce & Retail,1928.0
7-Eleven,2024-H1,1,1,0,0,,0,0,0,0,0,1,0,0,0,Commerce & Retail,1928.0
7-Eleven,2024-H2,1,2,0,0,,0,1,0,0,0,1,0,0,0,Commerce & Retail,1928.0
7-Eleven,2025-H1,1,2,0,0,,0,1,0,0,0,1,0,0,0,Commerce & Retail,1928.0
7-Eleven,2025-H2,1,2,0,0,,0,1,0,0,0,1,0,0,0,Commerce & Retail,1928.0
7-Eleven,2026-H1,1,1,0,0,,0,0,0,0,0,1,0,0,0,Commerce & Retail,1928.0
AAA,2020-H2,1,4,0,0,,0,0,0,0,0,0,0,0,0,Other Services,1902.0
AAA,2021-H1,1,5,0,0,,0,0,0,0,0,0,0,0,0,Other Services,1902.0
AAA,2021-H2,1,4,0,0,,0,0,0,0,0,0,0,0,0,Other Services,1902.0
AAA,2022-H1,1,5,1,1,"Bank of America, N.A.",1,0,0,0,0,0,0,1,1,Other Services,1902.0
AAA,2022-H2,1,2,0,0,,0,0,0,0,0,0,0,0,0,Other Services,1902.0
AAA,2023-H1,1,10,2,1,Comenity Capital Bank,1,0,0,0,0,0,0,1,1,Other Services,1902.0
AAA,2023-H2,1,9,1,1,Comenity Capital Bank,1,0,0,0,0,0,0,1,1,Other Services,1902.0
AAA,2024-H1,1,10,1,1,Comenity Capital Bank,1,0,0,0,0,0,0,1,1,Other Services,1902.0
AAA,2024-H2,1,2,0,0,,0,0,0,0,0,0,0,1,0,Other Services,1902.0
AAA,2025-H2,1,1,0,0,,0,0,0,0,0,0,0,0,0,Other Services,1902.0
AAA,2026-H1,1,1,0,0,,0,0,0,0,0,0,0,1,0,Other Services,1902.0
ADP,2008-H1,1,1,0,0,,0,1,0,0,0,0,0,0,0,Other Services,1949.0
ADP,2008-H2,1,2,0,0,,0,1,0,0,0,0,0,0,0,Other Services,1949.0
ADP,2009-H1,1,1,0,0,,0,1,0,0,0,0,0,0,0,Other Services,1949.0
ADP,2010-H1,1,1,0,0,,0,1,0,0,0,0,0,0,0,Other Services,1949.0
ADP,2011-H1,1,3,0,0,,0,1,0,0,0,0,0,0,0,Other Services,1949.0
ADP,2011-H2,1,1,0,0,,0,0,0,0,0,0,0,0,0,Other Services,1949.0
ADP,2012-H1,1,3,0,0,,0,1,0,0,0,0,0,0,0,Other Services,1949.0
ADP,2013-H1,1,1,0,0,,0,0,0,0,0,0,0,0,0,Other Services,1949.0
ADP,2013-H2,1,5,0,0,,0,1,0,0,0,0,0,0,0,Other Services,1949.0
ADP,2016-H1,1,1,0,0,,0,0,0,0,0,0,0,0,0,Other Services,1949.0
ADP,2016-H2,1,1,0,0,,0,0,0,0,0,0,0,0,0,Other Services,1949.0
ADP,2019-H1,1,3,0,0,,0,0,0,0,0,0,0,0,0,Other Services,1949.0
ADP,2019-H2,1,2,0,0,,0,0,0,0,0,0,0,0,0,Other Services,1949.0
ADP,2020-H1,1,3,0,0,,0,0,0,0,0,0,0,0,0,Other Services,1949.0
ADP,2020-H2,1,2,0,0,,0,0,0,0,0,0,0,0,0,Other Services,1949.0
ADP,2021-H1,1,2,0,0,,0,0,0,0,0,0,0,0,0,Other Services,1949.0
ADP,2021-H2,1,2,0,0,,0,0,0,0,0,0,0,0,0,Other Services,1949.0
ADP,2022-H1,1,2,0,0,,0,0,0,0,0,0,0,0,0,Other Services,1949.0
ADP,2024-H1,1,2,0,0,,0,0,0,0,0,0,0,0,0,Other Services,1949.0
ADP,2024-H2,1,1,0,0,,0,0,0,0,0,0,0,0,0,Other Services,1949.0
AGMS,2020-H1,1,2,0,0,,0,0,0,0,0,1,0,0,0,Financial Services,2003.0
AGMS,2021-H1,1,1,0,0,,0,0,0,0,0,1,0,0,0,Financial Services,2003.0
AGMS,2023-H1,1,1,0,0,,0,0,0,0,0,1,0,0,0,Financial Services,2003.0
AMC Theatres,2023-H2,1,1,0,0,,0,0,0,0,0,0,0,1,0,Commerce & Retail,1920.0
AMC Theatres,2024-H1,1,1,0,0,,0,0,0,0,0,0,0,1,0,Commerce & Retail,1920.0
AMC Theatres,2024-H2,1,1,0,0,,0,0,0,0,0,0,0,1,0,Commerce & Retail,1920.0
AMC Theatres,2025-H1,1,1,0,0,,0,0,0,0,0,0,0,1,0,Commerce & Retail,1920.0
AMC Theatres,2025-H2,1,1,0,0,,0,0,0,0,0,0,0,1,0,Commerce & Retail,1920.0
APPS,2011-H1,1,1,0,0,,0,0,0,0,0,1,0,0,0,Infrastructure & Developer Tools,2005.0
APPS,2012-H1,1,2,0,0,,0,0,0,0,0,1,0,0,0,Infrastructure & Developer Tools,2005.0
APPS,2016-H1,1,1,1,0,,1,0,0,0,0,0,0,0,0,Infrastructure & Developer Tools,2005.0
APPS,2016-H2,1,1,1,0,,1,0,0,0,0,0,0,0,0,Infrastructure & Developer Tools,2005.0
APPS,2017-H1,1,1,1,1,Synovus Bank,1,0,0,0,0,0,0,0,0,Infrastructure & Developer Tools,2005.0
APPS,2017-H2,1,1,1,1,Synovus Bank,1,0,0,0,0,0,0,0,0,Infrastructure & Developer Tools,2005.0
APPS,2020-H2,1,2,1,1,Synovus Bank,1,0,0,0,0,1,1,0,0,Infrastructure & Developer Tools,2005.0
APPS,2021-H1,1,1,0,0,,0,0,0,0,0,0,0,0,0,Infrastructure & Developer Tools,2005.0
APPS,2021-H2,1,1,0,0,,0,0,0,0,0,0,0,0,0,Infrastructure & Developer Tools,2005.0
APPS,2022-H1,1,1,0,0,,0,0,0,0,0,0,0,0,0,Infrastructure & Developer Tools,2005.0
APPS,2022-H2,1,1,0,0,,0,0,0,0,0,0,0,0,0,Infrastructure & Developer Tools,2005.0
APPS,2023-H1,1,1,0,0,,0,0,0,0,0,1,0,0,0,Infrastructure & Developer Tools,2005.0
APPS,2023-H2,1,1,0,0,,0,0,0,0,0,1,0,0,0,Infrastructure & Developer Tools,2005.0
APPS,2024-H1,1,1,0,0,,0,0,0,0,0,1,0,0,0,Infrastructure & Developer Tools,2005.0
Accountable,2022-H2,1,2,2,1,Celtic Bank,1,1,1,0,0,0,0,1,1,Software & SaaS,2022.0
Accountable,2023-H1,1,1,0,0,,0,1,0,0,0,0,0,0,0,Software & SaaS,2022.0
Accountable,2024-H1,1,3,2,1,"Celtic Bank, Cross River Bank",1,1,1,0,0,0,0,1,1,Software & SaaS,2022.0
Accrue Savings,2021-H2,1,1,1,1,Blue Ridge Bank N.A.,1,1,1,0,0,0,0,0,0,Advertising & Marketing,2021.0
Accrue Savings,2022-H1,1,1,1,1,Blue Ridge Bank N.A.,1,1,1,0,0,0,0,0,0,Advertising & Marketing,2021.0
Accrue Savings,2022-H2,1,1,1,1,Blue Ridge Bank N.A.,1,1,1,0,0,0,0,0,0,Advertising & Marketing,2021.0
Accrue Savings,2023-H1,1,1,1,1,Blue Ridge Bank N.A.,1,1,1,0,0,0,0,0,0,Advertising & Marketing,2021.0
Accrue Savings,2024-H1,1,1,1,1,Bangor Savings Bank,1,1,1,0,0,0,0,0,0,Advertising & Marketing,2021.0
Accrue Savings,2024-H2,1,1,1,1,Bangor Savings Bank,1,1,1,0,0,0,0,0,0,Advertising & Marketing,2021.0
Accrue Savings,2025-H1,1,1,1,1,Bangor Savings Bank,1,1,1,0,0,0,0,0,0,Advertising & Marketing,2021.0
Achieve,2022-H2,1,2,0,0,,0,0,0,1,0,0,0,0,0,Financial Services,2002.0
Achieve,2023-H1,1,3,2,1,Achieve Loans (NMLS ID #1810501),1,0,0,1,1,0,0,0,0,Financial Services,2002.0
Achieve,2024-H1,1,3,2,1,"Cross River Bank, a New Jersey State Chartered Commercial Bank or Pathward®, N.A.",1,0,0,1,1,0,0,0,0,Financial Services,2002.0
Achieve,2024-H2,1,3,3,2,"Cross River Bank, a New Jersey State Chartered Commercial Bank or Pathward®, N.A.; Achieve Loans (NMLS ID #1810501)",1,0,0,1,1,0,0,0,0,Financial Services,2002.0
Achieve,2025-H1,1,3,1,1,Cross River Bank,1,0,0,1,1,0,0,0,0,Financial Services,2002.0
Achieve,2025-H2,1,3,2,2,Cross River Bank; Achieve Loans (NMLS ID #1810501),1,0,0,1,1,0,0,0,0,Financial Services,2002.0
Achieve,2026-H1,1,2,1,0,,1,0,0,1,1,0,0,0,0,Financial Services,2002.0
Acorns,2014-H2,1,4,0,0,,0,1,0,0,0,0,0,0,0,Investment & Capital,2014.0
Acorns,2015-H1,1,3,0,0,,0,0,0,0,0,0,0,0,0,Investment & Capital,2014.0
Acorns,2015-H2,1,3,0,0,,0,0,0,0,0,0,0,0,0,Investment & Capital,2014.0
Acorns,2016-H1,1,4,0,0,,0,0,0,0,0,0,0,0,0,Investment & Capital,2014.0
Acorns,2017-H1,1,5,0,0,,0,0,0,0,0,0,0,0,0,Investment & Capital,2014.0
Acorns,2017-H2,1,4,0,0,,0,0,0,0,0,0,0,0,0,Investment & Capital,2014.0
Acorns,2018-H2,1,9,2,2,"Lincoln Savings Bank, member FDIC; Lincoln Savings Bank",1,1,0,0,0,0,0,0,0,Investment & Capital,2014.0
Acorns,2019-H1,1,9,2,2,"Lincoln Savings Bank, member FDIC; Lincoln Savings Bank",1,1,0,0,0,0,0,0,0,Investment & Capital,2014.0
Acorns,2019-H2,1,5,1,1,Lincoln Savings Bank,1,1,1,0,0,0,0,0,0,Investment & Capital,2014.0
Acorns,2020-H1,1,9,3,1,Lincoln Savings Bank,1,1,1,0,0,0,0,0,0,Investment & Capital,2014.0
Acorns,2020-H2,1,8,1,1,"Lincoln Savings Bank, member FDIC",1,1,1,0,0,0,0,0,0,Investment & Capital,2014.0
Acorns,2021-H1,1,10,2,2,"Lincoln Savings Bank; Lincoln Savings Bank, member FDIC",1,1,1,0,0,0,0,0,0,Investment & Capital,2014.0
Acorns,2021-H2,1,10,2,1,Lincoln Savings Bank,1,1,1,0,0,0,0,0,0,Investment & Capital,2014.0
Acorns,2022-H1,1,9,3,3,"Lincoln Savings Bank, nbkc bank; Lincoln Savings Bank; Lincoln Savings Bank, Member FDIC",1,1,1,0,0,0,0,0,0,Investment & Capital,2014.0
Acorns,2022-H2,1,6,2,1,"Lincoln Savings Bank, nbkc bank",1,1,1,0,0,0,0,0,0,Investment & Capital,2014.0
Acorns,2023-H1,1,9,3,2,"Lincoln Savings Bank; Lincoln Savings Bank or nbkc bank, members FDIC",1,1,1,0,0,0,0,0,0,Investment & Capital,2014.0
Acorns,2023-H2,1,8,2,0,,1,1,1,0,0,0,0,0,0,Investment & Capital,2014.0
Acorns,2024-H1,1,8,3,0,,1,1,1,0,0,0,0,0,0,Investment & Capital,2014.0
Acorns,2024-H2,1,7,3,1,Lincoln Savings Bank or nbkc bank,1,1,1,0,0,0,0,0,0,Investment & Capital,2014.0
Acorns,2025-H1,1,12,6,2,"Lincoln Savings Bank or nbkc bank, members FDIC; Lincoln Savings Bank or nbkc bank",1,1,1,0,0,0,0,0,0,Investment & Capital,2014.0
Acorns,2025-H2,1,11,4,2,nbkc bank; Lincoln Savings Bank or nbkc bank,1,1,1,0,0,0,0,0,0,Investment & Capital,2014.0
Acorns,2026-H1,1,11,1,0,,1,1,1,0,0,0,0,0,0,Investment & Capital,2014.0
Aeropay,2020-H1,1,1,0,0,,0,0,0,0,0,1,0,0,0,Infrastructure & Developer Tools,2017.0
Aeropay,2022-H1,1,4,0,0,,0,0,0,0,0,1,0,0,0,Infrastructure & Developer Tools,2017.0
Aeropay,2022-H2,1,2,0,0,,0,0,0,0,0,1,0,0,0,Infrastructure & Developer Tools,2017.0
Aeropay,2023-H1,1,3,0,0,,0,0,0,0,0,1,0,0,0,Infrastructure & Developer Tools,2017.0
Aeropay,2023-H2,1,3,0,0,,0,0,0,0,0,1,0,0,0,Infrastructure & Developer Tools,2017.0
Aeropay,2024-H1,1,4,0,0,,0,0,0,0,0,1,0,0,0,Infrastructure & Developer Tools,2017.0
Aeropay,2024-H2,1,4,0,0,,0,0,0,0,0,1,0,0,0,Infrastructure & Developer Tools,2017.0
Aeropay,2025-H1,1,6,0,0,,0,0,0,0,0,1,0,0,0,Infrastructure & Developer Tools,2017.0
Aeropay,2025-H2,1,3,0,0,,0,0,0,0,0,1,0,0,0,Infrastructure & Developer Tools,2017.0
Aeropay,2026-H1,1,2,0,0,,0,0,0,0,0,1,0,0,0,Infrastructure & Developer Tools,2017.0
Affinipay,2012-H2,1,1,0,0,,0,0,0,0,0,1,0,0,0,Financial Services,2005.0
Affinipay,2019-H2,1,3,0,0,,0,0,0,0,0,1,0,0,0,Financial Services,2005.0
Affinipay,2020-H1,1,4,0,0,,0,0,0,0,0,1,0,0,0,Financial Services,2005.0
Affinipay,2020-H2,1,4,0,0,,0,0,0,0,0,1,0,0,0,Financial Services,2005.0
Affinipay,2021-H1,1,4,0,0,,0,0,0,0,0,1,0,0,0,Financial Services,2005.0
Affinipay,2021-H2,1,4,0,0,,0,0,0,0,0,1,0,0,0,Financial Services,2005.0
Affinipay,2022-H1,1,5,0,0,,0,0,0,0,0,1,0,0,0,Financial Services,2005.0
Affinipay,2023-H1,1,11,0,0,,0,0,0,1,0,1,0,0,0,Financial Services,2005.0
Affinipay,2024-H1,1,11,0,0,,0,0,0,1,0,1,0,0,0,Financial Services,2005.0
Affinipay,2024-H2,1,12,1,0,,1,0,0,1,0,1,1,0,0,Financial Services,2005.0
Affinipay,2025-H1,1,11,0,0,,0,0,0,1,0,1,0,0,0,Financial Services,2005.0
Affinipay,2025-H2,1,11,0,0,,0,0,0,1,0,1,0,0,0,Financial Services,2005.0
Affirm,2014-H1,1,2,0,0,,0,0,0,1,0,0,0,0,0,Financial Services,2013.0
Affirm,2016-H2,1,1,1,0,,1,1,1,0,0,0,0,0,0,Financial Services,2013.0
Affirm,2019-H1,1,1,1,0,,1,1,1,0,0,0,0,0,0,Financial Services,2013.0
Affirm,2020-H1,1,1,0,0,,0,1,0,0,0,0,0,0,0,Financial Services,2013.0
Affirm,2020-H2,1,1,1,0,,1,1,1,0,0,0,0,0,0,Financial Services,2013.0
Affirm,2021-H1,1,5,3,2,"Cross River Bank; Cross River Bank, Member FDIC",1,1,1,1,0,0,0,0,0,Financial Services,2013.0
Affirm,2021-H2,1,6,3,1,"Cross River Bank, Member FDIC",1,1,1,1,0,1,0,0,0,Financial Services,2013.0
Affirm,2022-H1,1,6,3,1,"Cross River Bank, Member FDIC",1,1,1,1,0,1,0,0,0,Financial Services,2013.0
Affirm,2022-H2,1,7,4,1,Cross River Bank,1,1,1,1,1,1,0,0,0,Financial Services,2013.0
Affirm,2023-H1,1,5,2,0,,1,1,1,1,0,0,0,0,0,Financial Services,2013.0
Affirm,2023-H2,1,6,3,1,Evolve Bank & Trust,1,1,1,1,1,1,0,0,0,Financial Services,2013.0
Affirm,2024-H1,1,5,4,1,Evolve Bank & Trust,1,1,1,1,1,0,0,0,0,Financial Services,2013.0
Affirm,2024-H2,1,6,4,3,"Cross River Bank; Celtic Bank, Cross River Bank, Evolve Bank & Trust, Lead Bank; Celtic Bank, Cross River Bank, or Sutton Bank; Evolve Bank & Trust, Sutton Bank, Celtic Bank",1,1,1,1,1,0,0,0,0,Financial Services,2013.0
Affirm,2025-H2,1,8,3,2,"Cross River Bank; Evolve Bank & Trust, Member FDIC",1,1,1,1,0,1,0,0,0,Financial Services,2013.0
Affirm,2026-H1,1,5,3,2,"Cross River Bank; Evolve Bank & Trust, Stride Bank, N.A.",1,1,1,1,0,0,0,0,0,Financial Services,2013.0
Afterpay,2018-H1,1,3,0,0,,0,0,0,1,0,1,0,0,0,Financial Services,2015.0
Afterpay,2018-H2,1,5,0,0,,0,0,0,1,0,1,0,0,0,Financial Services,2015.0
Afterpay,2019-H1,1,5,0,0,,0,0,0,1,0,1,0,0,0,Financial Services,2015.0
Afterpay,2019-H2,1,5,0,0,,0,0,0,1,0,1,0,0,0,Financial Services,2015.0
Afterpay,2020-H1,1,5,0,0,,0,0,0,1,0,1,0,0,0,Financial Services,2015.0
Afterpay,2020-H2,1,5,0,0,,0,0,0,1,0,1,0,0,0,Financial Services,2015.0
Afterpay,2021-H1,1,5,0,0,,0,0,0,1,0,1,0,0,0,Financial Services,2015.0
Afterpay,2021-H2,1,5,0,0,,0,0,0,1,0,1,0,0,0,Financial Services,2015.0
Afterpay,2022-H1,1,5,0,0,,0,0,0,1,0,1,0,0,0,Financial Services,2015.0
Afterpay,2022-H2,1,6,0,0,,0,0,0,1,0,1,0,0,0,Financial Services,2015.0
Afterpay,2023-H1,1,6,0,0,,0,0,0,1,0,1,0,0,0,Financial Services,2015.0
Afterpay,2023-H2,1,6,0,0,,0,0,0,1,0,1,0,0,0,Financial Services,2015.0
Afterpay,2024-H1,1,7,0,0,,0,0,0,1,0,1,0,0,0,Financial Services,2015.0
Afterpay,2024-H2,1,7,1,0,,1,0,0,1,1,1,0,0,0,Financial Services,2015.0
Afterpay,2025-H1,1,6,1,1,"Sutton Bank, Member FDIC",1,0,0,1,1,1,0,0,0,Financial Services,2015.0
Afterpay,2025-H2,1,7,3,2,"Sutton Bank, Member FDIC; Sutton Bank",1,0,0,1,1,1,1,0,0,Financial Services,2015.0
Afterpay,2026-H1,1,8,4,2,"Sutton Bank; Sutton Bank, Member FDIC",1,0,0,1,1,1,1,0,0,Financial Services,2015.0
Agile Financial Systems,2021-H2,1,2,0,0,,0,0,0,0,0,1,0,0,0,Financial Services,2018.0
Agile Financial Systems,2022-H1,1,2,0,0,,0,0,0,0,0,1,0,0,0,Financial Services,2018.0
Agile Financial Systems,2022-H2,1,2,0,0,,0,0,0,0,0,1,0,0,0,Financial Services,2018.0
Agile Financial Systems,2023-H1,1,1,0,0,,0,0,0,0,0,1,0,0,0,Financial Services,2018.0
Agile Financial Systems,2023-H2,1,1,0,0,,0,0,0,0,0,1,0,0,0,Financial Services,2018.0
Agora,2022-H1,1,1,0,0,,0,0,0,0,0,0,0,0,0,Software & SaaS,2019.0
Agora,2022-H2,1,2,0,0,,0,0,0,0,0,0,0,0,0,Software & SaaS,2019.0
Agora,2023-H1,1,2,0,0,,0,0,0,0,0,0,0,0,0,Software & SaaS,2019.0
Agora,2024-H1,1,1,0,0,,0,0,0,0,0,0,0,0,0,Software & SaaS,2019.0
Agora,2024-H2,1,1,0,0,,0,0,0,0,0,0,0,0,0,Software & SaaS,2019.0
Agora,2025-H1,1,2,0,0,,0,0,0,0,0,0,0,0,0,Software & SaaS,2019.0
Agora,2025-H2,1,2,1,0,,1,0,0,0,0,0,0,0,0,Software & SaaS,2019.0
Agora,2026-H1,1,1,0,0,,0,0,0,0,0,0,0,0,0,Software & SaaS,2019.0
Airbase,2020-H2,1,2,0,0,,0,0,0,0,0,1,0,1,0,Software & SaaS,2017.0
Airbase,2021-H1,1,8,0,0,,0,0,0,0,0,1,0,1,0,Software & SaaS,2017.0
Airbase,2021-H2,1,6,0,0,,0,1,0,0,0,0,0,1,0,Software & SaaS,2017.0
Airbase,2022-H1,1,6,3,1,"Silicon Valley Bank, American Express",1,1,1,0,0,1,0,1,1,Software & SaaS,2017.0
Airbase,2023-H1,1,8,2,1,Silicon Valley Bank,1,1,1,0,0,1,0,1,1,Software & SaaS,2017.0
Airbase,2023-H2,1,7,0,0,,0,1,0,0,0,1,0,1,0,Software & SaaS,2017.0
Airbase,2024-H1,1,7,0,0,,0,1,0,0,0,1,0,0,0,Software & SaaS,2017.0
Airbase,2024-H2,1,9,2,1,"Sutton Bank, Member FDIC",1,1,0,0,0,1,0,1,0,Software & SaaS,2017.0
Airbase,2025-H1,1,9,0,0,,0,1,0,0,0,1,0,1,0,Software & SaaS,2017.0
Airwallex,2021-H1,1,1,0,0,,0,0,0,0,0,1,0,0,0,Financial Services,2015.0
Alacriti,2020-H2,1,1,0,0,,0,0,0,0,0,1,0,0,0,Other Services,2003.0
Alacriti,2021-H1,1,3,0,0,,0,0,0,0,0,1,0,0,0,Other Services,2003.0
Alacriti,2021-H2,1,1,0,0,,0,0,0,0,0,1,0,0,0,Other Services,2003.0
Alacriti,2022-H1,1,1,0,0,,0,0,0,0,0,1,0,0,0,Other Services,2003.0
Alacriti,2022-H2,1,3,0,0,,0,0,0,0,0,1,0,0,0,Other Services,2003.0
Alacriti,2023-H1,1,2,0,0,,0,0,0,0,0,1,0,0,0,Other Services,2003.0
Alacriti,2024-H1,1,2,0,0,,0,0,0,0,0,1,0,0,0,Other Services,2003.0
Alacriti,2024-H2,1,5,0,0,,0,0,0,0,0,1,0,0,0,Other Services,2003.0
Alacriti,2025-H1,1,2,0,0,,0,0,0,0,0,1,0,0,0,Other Services,2003.0
Alacriti,2025-H2,1,2,0,0,,0,0,0,0,0,1,0,0,0,Other Services,2003.0
Alacriti,2026-H1,1,3,0,0,,0,0,0,0,0,1,0,0,0,Other Services,2003.0
Albert,2019-H1,1,6,1,1,FDIC-insured banks,1,1,1,0,0,0,0,0,0,Software & SaaS,2016.0
Albert,2019-H2,1,7,1,1,FDIC-insured banks,1,1,1,1,0,0,0,0,0,Software & SaaS,2016.0
Albert,2020-H1,1,7,3,1,FDIC-insured banks,1,1,1,1,0,0,0,0,0,Software & SaaS,2016.0
Albert,2020-H2,1,7,3,1,FDIC-insured banks,1,1,1,1,0,0,0,0,0,Software & SaaS,2016.0
Albert,2021-H1,1,7,4,3,"Wells Fargo, N.A.; Wells Fargo, N.A., Axos Bank, Coastal Community Bank; Sutton Bank, Member FDIC",1,1,1,1,0,0,0,0,0,Software & SaaS,2016.0
Albert,2021-H2,1,6,3,2,"Wells Fargo, N.A., Axos Bank; Sutton Bank, Member FDIC",1,1,1,1,0,0,0,0,0,Software & SaaS,2016.0
Albert,2022-H1,1,6,4,3,"Coastal Community Bank, Sutton Bank; Sutton Bank, Member FDIC; Sutton Bank, Coastal Community Bank, Wells Fargo, N.A.",1,1,1,1,0,0,0,0,0,Software & SaaS,2016.0
Albert,2022-H2,1,5,2,0,,1,1,1,1,0,0,0,0,0,Software & SaaS,2016.0
Albert,2023-H1,1,6,5,2,"Coastal Community Bank, Axos Bank, and Wells Fargo, N.A.; Sutton Bank, Member FDIC",1,1,1,1,1,0,0,0,0,Software & SaaS,2016.0
Albert,2023-H2,1,6,4,1,"Sutton Bank, Member FDIC",1,1,1,1,0,0,0,0,0,Software & SaaS,2016.0
Ally Bank,2009-H2,1,2,2,1,Ally Bank,1,1,1,0,0,0,0,0,0,Financial Services,1919.0
Ally Bank,2010-H1,1,4,4,1,Ally Bank,1,1,1,0,0,0,0,0,0,Financial Services,1919.0
Ally Bank,2010-H2,1,1,1,0,,1,0,0,0,0,0,0,0,0,Financial Services,1919.0
Ally Bank,2011-H1,1,4,3,0,,1,1,1,0,0,0,0,0,0,Financial Services,1919.0
Ally Bank,2011-H2,1,4,3,1,Ally Bank,1,1,1,0,0,0,0,0,0,Financial Services,1919.0
Ally Bank,2012-H1,1,5,5,1,Ally Bank,1,1,1,0,0,0,0,0,0,Financial Services,1919.0
Ally Bank,2012-H2,1,4,4,1,Ally Bank,1,1,1,0,0,0,0,0,0,Financial Services,1919.0
Ally Bank,2013-H1,1,4,4,0,,1,1,1,0,0,0,0,0,0,Financial Services,1919.0
Ally Bank,2013-H2,1,4,4,0,,1,1,1,0,0,0,0,0,0,Financial Services,1919.0
Ally Bank,2014-H1,1,4,4,1,Ally Bank,1,1,1,0,0,0,0,0,0,Financial Services,1919.0
Ally Bank,2014-H2,1,5,4,1,Ally Bank,1,1,1,1,0,0,0,0,0,Financial Services,1919.0
Ally Bank,2015-H1,1,5,4,1,Ally Bank,1,1,1,1,0,0,0,0,0,Financial Services,1919.0
Ally Bank,2015-H2,1,4,3,1,Ally Bank,1,1,1,1,0,0,0,0,0,Financial Services,1919.0
Ally Bank,2016-H1,1,2,1,1,Ally Bank,1,0,0,1,0,0,0,0,0,Financial Services,1919.0
Ally Bank,2016-H2,1,2,1,1,Ally Bank,1,0,0,1,0,0,0,0,0,Financial Services,1919.0
Ally Bank,2017-H1,1,6,3,1,Ally Bank,1,1,1,1,0,0,0,0,0,Financial Services,1919.0
Ally Bank,2018-H2,1,2,0,0,,0,0,0,0,0,0,0,0,0,Financial Services,1919.0
Ally Bank,2019-H1,1,2,0,0,,0,0,0,0,0,0,0,0,0,Financial Services,1919.0
Ally Bank,2019-H2,1,6,3,0,,1,1,1,1,0,0,0,0,0,Financial Services,1919.0
Ally Bank,2020-H1,1,6,3,0,,1,1,1,1,0,0,0,0,0,Financial Services,1919.0
Ally Bank,2020-H2,1,7,4,0,,1,1,1,1,0,0,0,0,0,Financial Services,1919.0
Ally Bank,2021-H1,1,7,5,0,,1,1,1,1,0,0,0,0,0,Financial Services,1919.0
Ally Bank,2021-H2,1,8,6,1,Ally Bank,1,1,1,1,0,0,0,0,0,Financial Services,1919.0
Ally Bank,2022-H1,1,7,4,1,Ally Bank,1,1,1,1,0,0,0,0,0,Financial Services,1919.0
Ally Bank,2022-H2,1,6,1,0,,1,1,1,1,0,0,0,0,0,Financial Services,1919.0
Ally Bank,2023-H1,1,8,5,1,Ally Bank,1,1,1,1,0,0,0,0,0,Financial Services,1919.0
Ally Bank,2023-H2,1,2,0,0,,0,0,0,1,0,0,0,0,0,Financial Services,1919.0
Ally Bank,2024-H1,1,9,6,1,Ally Bank,1,1,1,1,0,0,0,0,0,Financial Services,1919.0
Ally Bank,2024-H2,1,2,0,0,,0,0,0,0,0,0,0,0,0,Financial Services,1919.0
Ally Bank,2025-H1,1,7,3,1,Ally Bank,1,1,1,1,0,0,0,0,0,Financial Services,1919.0
Ally Bank,2025-H2,1,7,3,1,Ally Bank,1,1,1,1,0,0,0,0,0,Financial Services,1919.0
Ally Bank,2026-H1,1,6,2,1,Ally Bank,1,1,1,1,0,0,0,0,0,Financial Services,1919.0
Altir,2025-H2,1,1,0,0,,0,0,0,0,0,0,0,0,0,Financial Services,2020.0
Alviere,2020-H2,1,2,0,0,,0,0,0,0,0,1,0,0,0,Financial Services,2017.0
